text,label
"Re: NASA mindreading On Sat, 17 Aug 2002, Chris Arkenberg wrote: > This just strikes me as being so ridiculously bizarre. We are truly If it strikes you as being ridiculously bizarre, you're probably right. Because it is ridiculous, and bizarre. > beginning to blur reality with science fiction. Makes me think of Minority No, rather a new breakthrough in ballistic snake oil delivery. So it's built into a walkthrough gate, and is noninvasive. It's supposed to analyse brain and heart activity. While you can pick up heartbeat by Doppler radar, later tells it's realtime DSP on an array of SQIDs. Later they mention they use passive IR imaging and eye saccade evaluation. Maybe they're also doing a Kirlian reading, and recording your mana flux, too. (Conclusive evaluation by entrail reading is nonoptional only for confirmed terrorists). So they claim terrorist intent translates in biosignatures they can pick up by close-distance passive telemetry, in realtime, with a very low number of false positives, while having no chance to calibrate, in the field. Right. Seems somebody is so awfully eager to pick up a slice of research grant pie from the heimatland securitate money they haven't even bothered to invent a plausible lie.  URL",ham
"Re: [SAdev] Scoring Yahoo Ads Marc Perkel wrote: > But - MY POINT IS - catching the phrase ""risk-free"" in the ad portion > of a non-spam is not a false positive because those lines are > technically spam No. They. Are. Not. Those lines are technically *advertising*. Spam is unsolicited bulk *EMAIL*. If you do not understand this, then lease kindly STFU. Thanks, rOD. -- He gave his life for tourism. >> Doing the blogging thang again at  URL  << ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven.  URL  _______________________________________________ Spamassassin-devel mailing list Spamassassin-devel@lists.sourceforge.net  URL",ham
"Re: [ILUG] galeon and keyboard focus... I get a different effect. I open new links in a tab, and they ""open in the background"" or the current page still remains selected. Unfortunately the other tab gets the focus. The same happens with pages (re)loading in other tabs -> the current tab loses the keyboard focus which can be very annoying when filling in forms or even when scrolling using the mouse-wheel. Donncha. On Friday 09 August 2002 14:21, kevin lyda wrote: > ok, in a galeon browser window i open a new window by middle-clicking > a link. the window comes up under my mouse. however, keys i type go to > the first window. anyone else have this problem, and did they solve it? > i use sawfish as my wm with sloppy focus. > > kevin -- Irish Linux Users' Group: ilug@linux.ie  URL  for (un)subscription information. List maintainer: listmaster@linux.ie",ham
"RE: [ILUG] NVIDIA and Debian Woody Hi there, Now this is probably of no use to you whatsoever, but... Not a deb-head, but I also have a problem regards NVidia. I've two machines, pretty much the same hardware. athlon 1700XP's, both have NVidia cards, one Gforce3 Ti and a Gforce2MX, both use the same driver module. Both have same kernel version albeit it compiled for their particular hardware. One works perfectly, the other fails to load. When I check with lsmod, I can see the NVdriver is loaded, but not used ;--( Thus when I startx, it bombs out. IU still have X with the default nv driver and crappy accelleration --> 650fps with glxgears [should be over 2000fps] Its not a hardware issue with the cards as I swapped them over and get the same symptoms. I reckon my mobo is cack, I've tried swapping slots around, reserving resources etc all to no avail. Should there be an interrupt for the nv card? I haven't checked the other box yet. Regards, CW ------------------- On Tue, 03 Dec 2002, Mark Page wrote: > Was running Debian Woody perfectly well until I installed the NVIDIA 3D > tar packages. You probably stil are ;) > Both the kernel and GLX packages installed with no problem and I then > amended the XFree config file appropriately (according to all > instructions). Neither GDM nor KDM will now fire up returning me to the > console screen. ie X is broken. > Running startx I isolated the problem to a failure to load the nvidia > kernel module - By cd'ing to the kernel module file and re-running 'make > install' I can get a workable xserver so you fixed X. > minus the preferences you would get from either gdm or kdm and to be > honest the GUI is horrible. If X is working and you get a brief Nvidia splash screen then this is likely nothing to do with the driver itself. You should be able to use kdm or gdm with the nvidia Xserver. What exactly did you change in your XF86Config? Will gdm/kdm not start? > I followed the nvidia suggestion of 'make install > SYSINCLUDE=/path/to/kernel/headers' and whilst this appears to install > ok upon reboot I am back to the same console login and having to go > through the same reinstall of the kernel module. I have tried rewriting > the XF config file to it's original state with no success. Well, this sounds like the NVIDIA kernel module isn't loading on boot. When it *is* working do a quick /sbin/lsmod and look for the module name (something like 'NVDriver'). Then put this on a new line in /etc/modules in order that linux will load it on boot. You can just do modprobe nvdriver to load it by hand. Your make install did this as well as reinstalling the driver in /lib etc. You should also get a message saying loading the nvidia driver taints your kernel (which it does, in the sense that it's not open source). > Is this a problem anyone else has encountered and what is the best > solution? Can I rid myself of the tar file installations and find some > specific .deb packages? The nvidia driver source is in the Woody tree.  URL  so you can do apt-get install nvidia-kernel-src and then compile, although I've always gone the route you're doing now. Ideally the nvidia driver would be a part of the kernel from day 1. However, nvidia have not open sourced it (most of the above source is pre-compiled object code), but in order for it to work with your specific kernel you must compile against your kernel headers (as you did). As debian has lots of potential kernels they can't have one nvdriver package and have chosen instead to provide the source. Actually I don't know if they're permitted to distribute binaries by nvidia's license anyway. Gavin -- Irish Linux Users' Group: ilug@linux.ie  URL  for (un)subscription information. List maintainer: listmaster@linux.ie -- Irish Linux Users' Group: ilug@linux.ie  URL  for (un)subscription information. List maintainer: listmaster@linux.ie",ham
"new extensions now only $14.95 IMPORTANT INFORMATION: The new domain names are finally available to the general public at discount prices. Now you can register one of the exciting new .BIZ or .INFO domain names, as well as the original .COM and .NET names for just $14.95. These brand new domain extensions were recently approved by ICANN and have the same rights as the original .COM and .NET domain names. The biggest benefit is of-course that the .BIZ and .INFO domain names are currently more available. i.e. it will be much easier to register an attractive and easy-to-remember domain name for the same price. Visit:  URL  today for more info. Register your domain name today for just $14.95 at:  URL  Registration fees include full access to an easy-to-use control panel to manage your domain name in the future. Sincerely, Domain Administrator Affordable Domains To remove your email address from further promotional mailings from this company, click here:  URL  38 1201HVlI9-661PJwl15",spam
"Re: What's cool about doing nothing if it were me, i think i'd have a spare set of tanks in ft. irwin, and just move the soldiers. On 31 Jul 2002, James Rogers wrote: > The first is logistical: Virtually all the mechanized infantry units are > located east of the Rockies, and it must be very expensive to move > entire heavy combat divisions a couple thousand miles every time they > want to run training exercises. This is particularly true since so much > of our military is made up of reserve components these days, meaning > that you can't move the soldiers to where the training facilities are. >  URL",ham
"INVITATION TO TREAT FROM THE DESK OF:DR.OLUFEMI COKER, ECONOMIC RECOVERY COMMITTEE, FEDERAL SECRETARIAT, LAGOS-NIGERIA. FOR YOUR KIND ATTENTION, BUSINESS PROPOSAL: TRANSFER OF US$ 22.5 M (TWENTY TWO MILLION, FIVE HUNDRED THOUSAND UNITED STATES DOLLARS) & BUSINESS INVESTMENTS PARTNERSHIP. First, I must solicit your strictest confidence in this transaction, this is by virtue of it's nature as being utterly confidential and top secret as you were introduced to us in confidence through the Nigerian Chamber of Commerce, foreign trade division. I am the chairman of the Economic Recovery Committe (ERC) set up by the present civilian Government of Nigeria to review contracts awarded by the past military administration. In the course of our work at the ERC, we discovered this fund which resulted from gross re-valuation of contracts by top government officials of the last administration. The companies that executed the contracts have been duly paid and the contracts commissioned leaving the sum of US$22.5 Million floating in the escrow account of the Central Bank of Nigeria ready for payment. I have therefore been mandated as a matter of trust by my colleagues in the committee to look for an overseas partner to whom we could transfer the sum of US$22.5M legally subcontracting the entitlement to you/your company. This is bearing in mind that our civil service code of conduct forbids us from owning foreign company or running foreign account while in government service hence the need for an overseas partner. We have agreed that the funds will be shared thus after it has been paid into your account: (1) 25% of the money will go to you for acting as the beneficiary of the fund. (2) 5% has been set aside as an abstract projection for reimbursment to both parties for incidental expences that may be incurred in the course of the transaction. (3) 70% to us the government officials (with which we wish to commence an importation business in conjunction with you ). All logistics are in place and all modalities worked out for the smooth conclusion of the transaction within ten to fourteen days of commencement after receipt of the following information: Your full name/ company name, address, company's details & activities, telephone & fax numbers. These information will enable us make the applications and lodge claims to the concerned ministries & agencies in favour of your company and it is pertinent to state here that this transaction is entirely based on trust as the solar bank draft or certified cheque drawable in any of the Central Bank of Nigeria correspondent bankers in America, Asia and Europe is going to be made in your name.Please acknowledge the receipt of this letter using my personal E-mail address. Yours Faithfully, DR.OLUFEMI COKER.  URL",spam
"Re: Problem with an rpm... Do I need to do anything to recreate anything after deleting this? I did notice an rpm I made the other day didn't work, and just sat there for ages seemingly doing nothing, which probably did this :( Ok, now I get: Fetched 88.1kB in 2m31s (581B/s) error: cannot get exclusive lock on /var/lib/rpm/Packages error: cannot open Packages index using db3 - Operation not permitted (1) E: could not open RPM database:cannot open Packages index using db3 - Operation not permitted (1) Arrrrg. --On Tuesday, February 05, 2002 15:06:28 +0100 Roy-Magne Mo <rmo@sunnmore.net> wrote: > It's not the rpm, it's the rpm-system with you. The cache seems to have > rottened. Try removing /var/lib/rpm/__db* -- \m/ -- ""...if I seem super human I have been misunderstood."" (c) Dream Theater mark@talios.com - ICQ: 1934853 JID: talios@myjabber.net _______________________________________________ RPM-List mailing list <RPM-List@freshrpms.net>  URL",ham
"Traders DQB <html><head><meta  URL  content=""text/html; charset=windows-1252""><title>SPECIAL ALERT</title><style><!--li.MsoNormal{mso-style-parent:"""";margin-bottom:.0001pt;font-size:12.0pt;font-family:""Times New Roman"";margin-left:0in;margin-right:0in;margin-top:0in}.contenttd{font-family:Verdana,Arial,Helvetica,sans-serif;font-size:11px;color:#333333}#content{position:absolute;width:385px;z-index:1;left:0;top:0}--></style></head><body><table cellSpacing=0 cellPadding=0 width=716 bgColor=#000000 border=0><tr><td width=719 bgcolor=#008000><p align=center><font color=#FFFFFF size=6><b>THE WALL STREET WEEKLY</b></font></td></tr></table><table cellSpacing=0 cellPadding=2 width=671 border=0 height=803><tr><td vAlign=top align=left bgColor=#000000 height=799 width=716><table cellSpacing=0 cellPadding=3 width=582 bgColor=#ffffff border=0 height=649 style=""border-collapse: collapse"" bordercolor=#111111><tr><td bgColor=#000000 height=19 width=716><table cellSpacing=0 cellPadding=0 width=706 border=0><tr><td vAlign=center align=left width=706><p align=center><b><font size=4 color=#FFFFFF face=Batang>Stock Pick of The Day:</font><font face=""Times New Roman, Times, serif"" size=4 color=#FFFFFF> </font><font face=Batang color=#FFFFFF style=""font-size: 15pt"">China Xin Network Media Corp.</font><font face=""Times New Roman, Times, serif"" color=#FFFFFF>&nbsp; </font><font face=Batang color=#FFFFFF>(OTC BB:CXIN)</font></b></td></tr></table></td></tr><tr><td vAlign=center align=middle bgColor=#ffffff height=110 width=362><table cellSpacing=0 cellPadding=0 width=706 bgColor=#ffffff border=0 height=133><tr><td vAlign=top align=left height=1 width=195 rowspan=2><table cellSpacing=0 cellPadding=4 width=259 border=0 align=left height=154><tr><td width=150 height=35>&nbsp;</td><td width=93 height=35>&nbsp;</td></tr><tr><td width=150 height=27><b><font face=""Times New Roman"" color=#006600><u>OPINION</u>:</font></b></td><td width=93 height=27><b><font face=""Times New Roman"">&nbsp;&nbsp;&nbsp;&nbsp; <span style=""font-size: 13pt"">BUY</span></font></b></td></tr><tr><td width=150 height=19><b><font face=""Times New Roman"" color=#006600><u>SYMBOL</u>:</font></b></td><td width=93 height=19><b><font face=""Times New Roman"">&nbsp;&nbsp;&nbsp; <a href= URL  width=150 height=19><b><font face=""Times New Roman"" color=#006600>Industry:</font></b></td><td width=93 height=19 align=left><b><font face=""Times New Roman"">&nbsp; Publishing</font></b></td></tr><tr><td width=150 height=19><b><font face=""Times New Roman"" color=#006600>Short Term Opinion:</font></b></td><td width=93 height=19 align=left><b><font face=""Times New Roman"">&nbsp;Outperform</font></b></td></tr><tr><td width=150 height=19><b><font face=""Times New Roman"" color=#006600>Long Term Opinion:</font></b></td><td width=93 height=19 align=left><font face=""Times New Roman""><b>&nbsp;Accumulate</b></font></td></tr><tr><td width=150 height=19><b><font face=""Times New Roman"" color=#006600>Recent Price:</font></b></td><td width=93 height=19><font face=""Times New Roman""><b>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; $0.05</b></font></td></tr><tr><td width=150 height=19><b><font face=""Times New Roman"" color=#006600>12 Month Trading Range:</font></b></td><td width=93 height=19 align=left><b><font face=""Times New Roman"">$0.07 - $0.95</font></b></td></tr><tr><td width=150 height=19><b><font face=""Times New Roman"" color=#006600>Avg. Volume:</font></b></td><td width=93 height=19 align=left><b><font face=""Times New Roman"">&nbsp;&nbsp;&nbsp;&nbsp; 47,940</font></b></td></tr><tr><td width=150 height=19><b><font face=""Times New Roman"" color=#006600>Approx. Float:</font></b></td><td width=93 height=19 align=left><b><font face=""Times New Roman"">&nbsp;&nbsp; 5 Million</font></b></td></tr><tr><td width=150 height=19><b><font face=""Times New Roman"" color=#006600>Insider &amp; Institutional Holdings:</font></b></td><td width=93 height=19 align=left><b><font face=""Times New Roman"">92% Shares</font></b></td></tr><tr><td width=150 height=19>&nbsp;</td><td width=93 height=19 align=left>&nbsp;</td></tr></table></td><td vAlign=top align=left height=1 width=515><p>&nbsp;<p><b><font face=""Times New Roman"" color=#0000FF style=""font-size: 13pt"">&quot; CXIN MEDIA CORPORATION, THE BLOOMBERG OF CHINA.&quot;</font><font face=Batang color=#008000> </font><font color=#008000 face=""Times New Roman"">- </font><font size=2 face=""Times New Roman"" color=#008000>Finance and Investment Magazine, December 2001</font></b><p>&nbsp;</td></tr><tr><td vAlign=top align=left height=1 width=515><b><font face=Batang size=4 color=#008000>THE COMPANY:</font></b><p><font face=""Times New Roman"">CXIN Media Corporation is an integrated media company focusing on the dissemination and aggregation of information. Currently, CXINs core business is in the publishing and aggregation of Financial, Economic, and Business Information on the Peoples Republic of China. <u>The value CXIN Media provides is its ability to source, package, and present information that is highly in demand by the market.</u></font></p><p><font face=""Times New Roman"">Apart from the core print and electronic publishing business, CXIN is involved in other related businesses, such as organizing and managing events such as conferences, seminars, and training in the field of wealth management and personal finance.</font></td></tr><tr><td vAlign=top align=left height=320 width=710 colspan=2><font face=""Times New Roman"">These areas are closely linked to the core competencies of the company and they intend to leverage on the brands that they have built to further drive the growth potential.</font><p><font face=""Times New Roman"">CXIN holds the key to success in the Peoples Republic of China. <b>In May of 2001 they acquired the 12 year exclusive right from the China Economic Information Network, a corporation under the direct management of the State Information Center and the State Planning Development Commission, Chinas highest economic decision body.</b></font></p><p><b><font face=Batang color=#008000 size=4>HIGHLIGHTS:</font></b></p><p><font face=""Times New Roman"">May 2001, CXIN acquires the 12 year Exclusive license to distribute all information in English, French and Spanish, Internationally.</font></p><p><font face=""Times New Roman"">February 2002, CXIN announced its first distribution contract with a leading market research provider.</font></p><p><font face=""Times New Roman"">March 2002, CXIN announces it had signed with yet another distributor for its unique financial , economic and business information on the Peoples Republic of China.&nbsp;</font></p><p><font face=""Times New Roman"">May 7, 2002, CXIN announces a distribution agreement with Internet Securities, a Euromarket company and the <u>leading provider of emerging market securities</u>.</font></p><p><font face=""Times New Roman"">May 9, 2002, CXIN announces it had hired one of Asias top media consulting firms, Telesis, and its President, Mr. Cyril Pereira, the former Director of Operation of the South China Morning Post and Asia Magazine.</font></p><p><font face=""Times New Roman"">June 12, 2002, CXIN launched its China Business portal and began selling subscriptions.</font></p><p><font face=""Times New Roman"">June 24, 2002, CXIN announces the acquisition of&nbsp; <b>Smart Investor Magazine</b> and related business. <u>This magazine will bring over $1.2 Million in consolidated revenues.&nbsp;</u></font></p><p><font face=""Times New Roman"">July 15, 2002, CXIN announces the license agreement with Lexis-Nexis, <u>one of the worlds largest aggregators.</u></font></p><p><b><font face=Batang size=4 color=#008000>INVESTMENT CONSIDERATIONS:</font></b></p><p><font face=""Times New Roman"">According to the reports from Morgan-Stanley, which analyzes the worlds superpowers in 11 industries, it only takes 8 years to build a media empire, which means the return on investment in this industry will be far greater than that of pharmaceutical, household merchandise, energy, or even banking. We believe that CXIN Media is well positioned to become the next superpower of the media market in the fast growing Chinese market. The superior management and its exclusive agreement granted by the Chinese government provide the company with an &quot;unfair advantage&quot; over its potential competitors. We believe that the recent license agreements signed with some of the largest information providers in the world as well as the Smart Investor Magazines and related business will enable the company to meet its revenue and profit expectation of $50 Million within the next 5 years and dependent on market condition for refinancing, we foresee that CXIN Media could easily double their expected revenue and profits through strategic acquisitions. The current price of the shares do not reflect the value of this growth company, in comparison to the sector CXIN Media should be currently trading between $0.25 to $0.50 and above this value when we take into consideration the growth factors.</font></td></tr></table></td></tr><tr><td height=23 width=716><font face=""Times New Roman"" size=1>Disclaimer:</font><font size=1> The Wall Street Weekly provides information on selected companies that it believes has investment potential. The Wall Street Weekly is not a registered investment advisor or broker - dealer. This report is provided as an information service only, and the statements and opinions in this report should not be construed as an offer or solicitation to buy or sell any security. The Wall Street Weekly accepts no liability for any loss arising from an investors reliance on or use of this report. An investment in CXIN is considered to be highly speculative and should not be considered unless a person can afford a complete loss of investment. The Wall Street Weekly has been retained to distribute this report on CXIN and has been paid six hundred dollars by a third party. This report involves forward looking statements, which involve risk, and uncertainties that may cause actual results to differ materially from those set forth in the forward - looking statements. For further details concerning these risks and uncertainties, see the SEC filings of CXIN including the companys most recent annual and quarterly reports.</font></td></tr><tr><td vAlign=top align=left height=23 width=716><p><font face=Arial size=1 color=#5F5F5F>If you wish to no longer receive your FREE subscription or have received this report in error, please click <a href= URL  --DeathToSpamDeathToSpamDeathToSpam-- ------------------------------------------------------- This sf.net email is sponsored by: Jabber - The world's fastest growing real-time communications platform! Don't just IM. Build it in!  URL  _______________________________________________ Spamassassin-Sightings mailing list Spamassassin-Sightings@lists.sourceforge.net  URL",spam
"Hello lsb36 ! PERSONAL PRIVACY IS JUST A CLICK AWAY Dear lsb36 , <html> <body> <p><font face=""Arial"" size=""2"">YOUR INTERNET USAGE IS BEING TRACKED<br> You have no privacy protection.<br> Will your BOSS, WIFE or KIDS find out?<br> <br> <br> </font><b><font face=""Arial""> <a href="" URL  EZ INTERNET PRIVACY SOFTWARE</a></font></b><font face=""Arial"" size=""2""><br> <br> +++++++++++++++++++++++++++++++++++++++++++<br> <br> <br> You're in Serious Trouble - It's a Proven Fact!<br> <br> <br> Deleting &quot;Internet Cache and History&quot; will NOT protect you because any of<br> the Web Pages, Pictures, Movies, Videos, Sounds, E-mail, Chat Logs and<br> Everything Else you see or do could easily be recovered to Haunt you<br> forever! How would you feel if a snoop made this information public to your<br> Spouse, Mother &amp; Father, Neighbors, Children, Boss or the Media? It could<br> easily Ruin Your Life! Solve all your problems and enjoy all the benefits of<br> an &quot;As New PC&quot;, EZ INTERNET PRIVACY SOFTWARE can Speed-Up your PC/Internet Browser,<br> reclaim Hard Disk space and Professionally Clean your PC in one easy mouse<br> click!<br> <br> <br> Did you know for example that every click you make on Windows 98 Start Menu<br> is logged and stored permanently on a hidden encrypted database within your<br> own computer?<br> Deleting &quot;internet cache and history&quot;, will not protect you... your PC is<br> keeping frightening records of both your online and off-line activity. Any<br> of the Web Pages, Pictures, Movies, Videos, Sounds, E-mail and Everything<br> Else you or anyone else have ever viewed could easily be recovered - even<br> many years later!<br> How would you feel if somebody snooped this information out of your computer<br> and made it public?<br> Do your children or their friends use your computers? What have they<br> downloaded and tried to delete?<br> Act now! And stop these files coming &quot;back from the dead&quot; to haunt you!<br> &nbsp;</font></p> <p><b><font face=""Arial"" size=""5""><a href="" URL  HERE</a></font></b></p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p><font size=""2"">to be removed <a href="" URL  Here</a></font></p> </body> </html> [*TG0B]",spam
"Re: xmms and .mp3 files. humberto@hpcf.upr.edu wrote: >Redhat 8 disables all support for .mp3 files, relinking xmms with a zzmp3 >module. Does anyone have a fixed spec file for xmms? One that can play mp3's >would be best. > > > oh xmms didn't work for me also i used mpg123 i tought its something from me like mplayer not working also and gives black screen _______________________________________________ RPM-List mailing list <RPM-List@freshrpms.net>  URL",ham
"[ILUG] Get the Child Support You Deserve 10.132 1) Fight The Risk of Cancer!  URL  2) Slim Down - Guaranteed to lose 10-12 lbs in 30 days  URL  3) Get the Child Support You Deserve - Free Legal Advice  URL  4) Join the Web's Fastest Growing Singles Community  URL  5) Start Your Private Photo Album Online!  URL  Have a Wonderful Day, Offer Manager PrizeMama If you wish to leave this list please use the link below.  URL  -- Irish Linux Users' Group: ilug@linux.ie  URL  for (un)subscription information. List maintainer: listmaster@linux.ie",spam
"Re: use of base image / delta image for automated recovery from attacks Ben Mord wrote: > -----Original Message----- > *From:* Crispin Cowan [mailto:crispin@wirex.com] > *Sent:* Wednesday, September 04, 2002 5:46 PM > *To:* Ben Mord > *Cc:* Webappsec Securityfocus.Com; SECPROG Securityfocus > *Subject:* Re: use of base image / delta image for automated > recovery from attacks > > Ben Mord wrote: > >>I was inspired by a mode of operation supported by VMWare. [use VMWare's ability to rolll back state to recover from intrusions] >> > I did my dissertation work in this area (Optimistic Computing > < URL  and so was > interested in applying it to the security problem. Unfortunately, > you hit a bunch of problems: > > * When can you ""commit"" a state as being ""good""? You can't > run from a redo log forever; the performance and storage > penalties accumulate. Even log structured file systems > garbage collect eventually. So you have to commit sometime. > The problem is that if you commit too eagerly, you might > commit corrupted state. If you commit too conservatively, > you eat performance and storage penalties. > * What do you do if you discover that there is corrupted state > in the *middle* of your redo log, and you want some of the > critical state that comes after it? You need some way to dig > the corruption out of the middle and save the rest. My > dissertation solves this problem, but you have to re-write > everything in my programming language :) > * Just doing this at all imposes substantial performance > penalties. I love VMWare, and use it every day (the best > $200 I ever spent on software) but it is not very fast. > > My proposed solution to the first two problems you mention is to be > less ambitious. The idea is that you *never* commit - instead, you > simply revert to base state on reboot. Ah. In that case, you can use something considerably less powerful than VMWare. All you need is a machine configured to boot from CD-ROM and use a RAM disk for scratch space. Numerous Linux distros are available that let you boot a stateless but functional system from CD-ROM. > Obviously, you can't do this with partitions that accrue important > state, e.g. a partition that stores database table data. ... but if you *do* want some state to persist, then you need a mountable writable partition. To protect it, you need some kind of access control management to decide who can do what to the writable partition, blah blah blah ... and before you know it, the security problem starts to look just like it does for conventional servers. Simple approxmation to this: make /usr a separate partion, and mount it read-only: * The good news: attackers that want to trojan your software have to reboot, at least. * The bad news: administrators that want to update your software have to reboot, at least. Crispin -- Crispin Cowan, Ph.D. Chief Scientist, WireX  URL  Security Hardened Linux Distribution:  URL  Available for purchase:  URL",ham
"Re: [ILUG] How to copy some files On July 21, paul@clubi.ie said: > > reiser's handles to files are hashes i believe. fat: dont think you > can make symlinks on it. You can't; hard links only. And those get cleaned up by ScanDisk as ""cross-linked files"". Shortcuts are the Windows analogue of symlinks, and they don't work outside the Windows environment - i.e. they're an artifact of the OS rather than the FS. Cheers. Waider. -- waider@waider.ie / Yes, it /is/ very personal of me. ""if you can't live the lie, let it die/and if you can't live a life filled with strife/honey, just say oops/and jump through hoops/and get to the end of the line"" - FLC, ""Bear Hug"" (Come Find Yourself) -- Irish Linux Users' Group: ilug@linux.ie  URL  for (un)subscription information. List maintainer: listmaster@linux.ie",ham
"Problem with spamtrap Could not lock /home/yyyy/lib/spamtrap/spam.mbox: File exists at lib/Mail/SpamAssassin/NoMailAudit.pm line 484, <STDIN> line 94.",ham
"RE: The Curse of India's Socialism The question is why are they still poor? Especially given the success of Indian immigrants in other societies? South Korea was a lot poorer after the Korean war than Ghana when it gained its independence at about the same time. That was after India gained independence, and Korea couldn't have been in better shape at that point than India (my impression). > -----Original Message----- > From: fork-admin@xent.com [mailto:fork-admin@xent.com] On Behalf Of > sateesh narahari > Sent: Tuesday, August 20, 2002 12:44 PM > To: fork@spamassassin.taint.org > Subject: Re: The Curse of India's Socialism > > All good arguments, except till you realize that > majority of indians were poor even before > independence. > > Sateesh > > > --- ""R. A. Hettinga"" <rah@shipwright.com> wrote: > > >  URL  > > > > > > The Wall Street Journal > > > > August 20, 2002 > > COMMENTARY > > > > The Curse of India's Socialism > > > > By CHRISTOPHER LINGLE > > > > In a classic case of deflecting blame for their own > > shortcomings, > > politicians in India have identified the size of the > > population as the > > country's biggest problem. This position was stated > > in a unanimous > > parliamentary resolution passed on the 50th > > anniversary of independence. > > Half a decade later, it is a belief that still > > resonates with many. Yet it > > is hard to imagine a more cynical view. If left free > > from the extensive > > interference of various levels of government, the > > energy and creativity of > > the Indian people could soon allow them to be among > > the richest on earth. > > > > Indians are not poor because there are too many of > > them; they are poor > > because there are too many regulations and too much > > government intervention > > -- even today, a decade after reforms were begun. > > India's greatest problems > > arise from a political culture guided by socialist > > instincts on the one > > hand and an imbedded legal obligation on the other > > hand. > > > > While India's political culture reflects the beliefs > > of its founding > > fathers, there is the additional matter of the > > modified preamble to its > > constitution that specifies: ""India is a sovereign, > > secular, socialist > > republic."" It was Indira Gandhi who had the words > > ""socialist"" and ""secular"" > > added in the late 1970s. At the same time, she also > > amended the relevant > > section in the Representation of Peoples Act to > > require that all recognized > > and registered parties swear by this preamble. Since > > all parties must stand > > for socialism, no party espouses classical > > liberalism (yet there are > > numerous communist parties). > > > > While one can appreciate the difficulty of > > abandoning ideas with such > > honored lineage, the fact that socialism has been > > widely discredited and > > abandoned in most places should prompt Indians to > > reconsider this > > commitment. Despite evidence of its failure as an > > economic system, many of > > the socialists who carry on do so by trying to > > proclaim that their dogma > > reinforces certain civic virtues. A presumed merit > > of socialism is that it > > aims to nurture a greater sense of collective > > identity by suppressing the > > narrow self-interest of individuals. However, this > > aspect of socialism lies > > at the heart of its failure both as a political tool > > as well as the basis > > for economic policy. > > > > Let's start with the economic failures of socialism. > > Most of the grand > > experiments have been ignominiously abandoned or > > recast in tortured terms > > such as the ""Third Way"" that defer to the importance > > of markets and > > individual incentives. Unfortunately, it took a > > great deal of human > > suffering before socialists abandoned their goal of > > trying to create an > > economic system on the basis of collective goals. > > > > Socialist ideologues are impervious to evidence that > > their system inspires > > even more human misery in the civic realm. This is > > because socialism > > provides the political mechanism for and legitimacy > > by which people > > identify as members of groups. While it may suit the > > socialist agenda to > > create them-and-us scenarios relating to workers and > > capitalists or > > peasants and urban dwellers, this logic is readily > > converted to other types > > of divisions. > > > > In the case of India, competition for power has > > increasingly become > > identified with religiosity or ethnicity, as is > > evident by the rise of the > > Bharatiya Janata Party, supported by radical > > Hindutva supporters. As > > elsewhere, political parties based on religion are > > by their very nature > > exclusionary. These narrow concepts of identity work > > against nation > > building since such a politics forces arrangements > > that cannot accommodate > > notions of universal values. > > > > Socialism also sets the stage for populist promises > > of taking from one > > group to support another. This variety of political > > posturing by the > > Congress Party was used to build a coalition of > > disaffected minorities. In > > turn, the BJP built its power base on a promise to > > restore power to Hindus. > > And so it is that India's heritage of socialist > > ideology provided the > > beginnings of a political culture that evolved into > > sectarian populism that > > has wrought cycles of communal violence. Populism > > with its solicitations of > > political patronage, whether based upon nationalism > > or some other ploy, is > > also open to the sort of rampant corruption so > > evident in India. > > > > At issue in India is nothing less than the role of > > the state. Should it be > > used as a mechanism to protect the freedom and > > rights of individuals? Or > > should the state be a vehicle for groups to gain > > power? It should be clear > > the latter approach would lead to the destruction of > > India's democracy > > while the former will allow it to survive. > > > > It is undeniable that India's public policy guided > > by socialism has > > promoted divisions that contributed to social > > instability and economic > > destruction. This dangerous game has only served the > > narrow interests of > > those who seek to capture or preserve power. That > > India is a ""socialist"" > > state, specified in a preamble to the constitution, > > makes this binding > > commitment evident in the nature of interventionist > > policies that have > > wrought slower economic growth causing great harm to > > the poor and unskilled > > who have lost access to economic opportunities. > > Socialism also introduced > > forces that are destroying India's hard-earned > > democracy. A paradigm shift > > in the nature of Indian politics is needed so the > > state ceases serving as a > > mechanism for groups to gain power and instead > > becomes an instrument to > > secure rights and freedoms for individuals. > > > > Mr. Lingle is professor of economics at Universidad > > Francisco Marroquin in > > Guatemala, and global strategist for > > eConoLytics.com. > > > > > > > > -- > > ----------------- > > R. A. Hettinga <mailto: rah@ibuc.com> > > The Internet Bearer Underwriting Corporation > > < URL  > > 44 Farquhar Street, Boston, MA 02131 USA > > ""... however it may deserve respect for its > > usefulness and antiquity, > > [predicting the end of the world] has not been found > > agreeable to > > experience."" -- Edward Gibbon, 'Decline and Fall of > > the Roman Empire' > >  URL  > > > __________________________________________________ > Do You Yahoo!? > HotJobs - Search Thousands of New Jobs >  URL  >  URL   URL",ham
